baslik,konum,fiyat,ilan_tarihi,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ortalama_yakit_tuketimi,yakit_deposu,boya_degisen,takasa_uygun,kimden,tramer,model_tam
OSCAR OTOMOTİV HATASIZ 2017 RENAULT SYMBOL 1.0 SCE JOY LED,"Çiftlik Mh. Fethiye, Muğla",555.000 TL,15 Ağustos 2025,Renault,Symbol,1.0 SCe Joy,2017,99.500 km,Düz,Benzin,Sedan,Beyaz,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Symbol 1.0 SCe Joy
Çimen'den Orijinal Manuel Micra Cam Tavanlı,"Atatürk Mh. Yatağan, Muğla",560.000 TL,15 Ağustos 2025,Nissan,Micra,1.2 Platinum,2012,198.000 km,Düz,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Micra 1.2 Platinum
BAKIRCILAR'DAN PEUGEOT 207 1.4 TRENDY 77.500 KM,"Karagedik Mh. Fethiye, Muğla",569.900 TL,15 Ağustos 2025,Peugeot,207,1.4 Trendy,2011,77.500 km,Otomatik,Benzin,Hatchback/5,Füme,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun Değil,Galeriden,,207 1.4 Trendy
BAŞKARA OTOMOTİV'DEN 2013 MODEL VOLKSWAGEN PASSAT DİZEL OTOMATİK,"Cumhuriyet Mh. Seydikemer, Muğla",855.000 TL,15 Ağustos 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2013,280.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,4500.0,Passat 1.6 TDi BlueMotion Trendline
BEŞKAZALIOĞLU-2017 HYUNDAİ ACCENT BLUE 1.6 MODE PLUS OTOMATİK,"Karaçulha Mh. Fethiye, Muğla",670.000 TL,15 Ağustos 2025,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,217.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,17.0,Accent Blue 1.6 CRDI Mode Plus
BEŞKAZALIOĞLU-2017 HATASIZ NARDO GRİ PASSAT 1.6 BMT TDİ COMFORT,"Karaçulha Mh. Fethiye, Muğla",1.485.000 TL,15 Ağustos 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,170.000 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Passat 1.6 TDi BlueMotion Comfortline
İLK SAHİBİNDE 2007 COROLLA 1.4D-4D 249000KM YETKİLİSERVİSBAKIMLI,"Foça Mh. Fethiye, Muğla",565.000 TL,15 Ağustos 2025,Toyota,Corolla,1.4 D-4D Terra,2007,249.000 km,Düz,Dizel,Sedan,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,,Corolla 1.4 D-4D Terra
SEBA OTOMOTİV DEN CITROEN C4 1.6 HDI SX PK,"Müskebi Mh. Bodrum, Muğla",370.000 TL,15 Ağustos 2025,Citroen,C4,1.6 HDi SX PK,2009,299.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,4600.0,C4 1.6 HDi SX PK
"141 bin km, kazasız, E 180 Edition E 2015 Model Muğla","Yerkesik Mh. Menteşe, Muğla",2.275.000 TL,14 Ağustos 2025,Mercedes-Benz,E,180 Edition E,2015,141.750 km,Otomatik,Benzin,Sedan,Gri,1595 cc,156 hp,Arkadan İtiş,İkinci El,"6,6 lt",59 lt,2 boyalı,Takasa Uygun,Galeriden,,E 180 Edition E
Auto Gölhisar 2020 Mercedes E200 D Exclusive Boyasız Kayıtsız,"Babataşı Mh. Fethiye, Muğla",2.950.000 TL,14 Ağustos 2025,Mercedes-Benz,E,200 d Exclusive,2020,185.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,E 200 d Exclusive
"YÖRÜK OTO""dan 94 ORİJİNAL - PC MOTOR ŞAHİN - FULL BAKIMLI","Gökpınar Mh. Yatağan, Muğla",170.000 TL,14 Ağustos 2025,Tofas,Şahin,1.6,1994,94.000 km,Düz,Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,İkinci El,,52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Şahin 1.6
UĞUR OTODAN ORJ 98 MODEL LPGLI VİZELİ KLİMALI OTOMATİK OPELCORSA,"Cumhuriyet Mh. Milas, Muğla",350.000 TL,14 Ağustos 2025,Opel,Corsa,1.4 GLS,1998,208.700 km,Otomatik,Benzin,Hatchback/5,Yeşil,1389 cc,90 hp,Önden Çekiş,İkinci El,"8,2 lt",42 lt,2 boyalı,Takasa Uygun,Galeriden,,Corsa 1.4 GLS
Kutay Muğla'dan Sıfır Ayarında 2023 Clio 1.6 E-tech Otomatik,"Salihpaşalar Mh. Menteşe, Muğla",1.395.000 TL,14 Ağustos 2025,Renault,Clio,1.6 E-Tech Techno Esprit Alpine,2023,22.100 km,Otomatik,Hibrit,Hatchback/5,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Clio 1.6 E-Tech Techno Esprit Alpine
2013 MİNİ COOPER S 1.6 DEĞİŞENSİZ+BOYASIZ+HATASIZ,"Eskiçeşme Mh. Bodrum, Muğla",1.219.000 TL,14 Ağustos 2025,Mini,Cooper S,1.6,2013,98.000 km,Otomatik,Benzin,Hatchback/3,Kırmızı,1401 - 1600 cm3,176 - 200 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Cooper S 1.6
2015 MERCEDES CLA 180 d URBAN DEĞİŞENSİZ+BOYASIZ,"Eskiçeşme Mh. Bodrum, Muğla",1.590.000 TL,14 Ağustos 2025,Mercedes-Benz,CLA,180 D Urban,2015,127.000 km,Otomatik,Dizel,Coupe,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,CLA 180 D Urban
Sahibinden Kia Picanto 1.25 EX 2013 Model,"Armutalan Mh. Marmaris, Muğla",600.000 TL,14 Ağustos 2025,Kia,Picanto,1.25 EX,2013,55.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1248 cc,85 hp,Önden Çekiş,İkinci El,"4,7 lt",35 lt,Belirtilmemiş,,Sahibinden,,Picanto 1.25 EX
Sahibinden Opel Corsa 1.4 GLS 2000 Model  113.000 km Kırmızı,"Emirbeyazıt Mh. Menteşe, Muğla",370.000 TL,14 Ağustos 2025,Opel,Corsa,1.4 GLS,2000,113.700 km,Düz,Benzin,Hatchback/5,Kırmızı,1389 cc,90 hp,Önden Çekiş,İkinci El,"7,4 lt",42 lt,Tamamı orjinal,,Sahibinden,,Corsa 1.4 GLS
Sahibinden Fiat Palio 1.4 EL Weekend 2000 Model,"Çamköy Mh. Fethiye, Muğla",287.000 TL,14 Ağustos 2025,Fiat,Palio,1.4 EL Weekend,2000,201.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1400 cc,74 hp,Önden Çekiş,İkinci El,,51 lt,"1 değişen, 11 boyalı",Takasa Uygun,Sahibinden,4000.0,Palio 1.4 EL Weekend
Kutay Muğla'dan Düşük Km 2017 Polo 1.4 TDI Comfortline DSG,"Salihpaşalar Mh. Menteşe, Muğla",1.100.000 TL,14 Ağustos 2025,Volkswagen,Polo,1.4 TDi Comfortline,2017,39.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,,Polo 1.4 TDi Comfortline
Zerde Garage VW Polo 1.4 Crome Edition Otomatik Vites 151.000 Km,"Peksimet Mh. Bodrum, Muğla",775.000 TL,14 Ağustos 2025,Volkswagen,Polo,1.4 Chrome Edition,2013,151.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun Değil,Galeriden,,Polo 1.4 Chrome Edition
HATASIZ SANROOFLU 1.2 TSI POLO,"Zorlar Mh. Seydikemer, Muğla",845.000 TL,14 Ağustos 2025,Volkswagen,Polo,1.2 TSi Comfortline,2015,133.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,43000.0,Polo 1.2 TSi Comfortline
Sahibinden Renault Megane 1.5 dCi Privilege 2007 Model,"Dalyan Mh. Ortaca, Muğla",495.000 TL,14 Ağustos 2025,Renault,Megane,1.5 dCi Privilege,2007,257.000 km,Düz,Dizel,Sedan,Siyah,1461 cc,100 hp,Önden Çekiş,İkinci El,"4,9 lt",60 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,,Megane 1.5 dCi Privilege
TURANLAR OTO GALERİDEN HATASIZ BOYASIZ,"Babataşı Mh. Fethiye, Muğla",1.920.000 TL,14 Ağustos 2025,Volkswagen,Passat,1.5 TSi Business,2020,150.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Passat 1.5 TSi Business
94 DOĞAN S ATEŞ KIRMIZI KUSURSUZ TEMİZLİKTE,"Toparlar Mh. Köyceğiz, Muğla",195.000 TL,14 Ağustos 2025,Tofas,Doğan,S,1994,150.000 km,Düz,Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Doğan S
Sahibinden Volkswagen Golf 1.6 TDi BlueMotion Midline Plus 2014 Model Muğla 130.000 km Beyaz,"Beldibi Mh. Marmaris, Muğla",980.000 TL,14 Ağustos 2025,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2014,130.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,,Sahibinden,,Golf 1.6 TDi BlueMotion Midline Plus
Sahibinden Renault Clio 1.5 dCi Joy 2018 Model,"Hatipirimi Mh. Marmaris, Muğla",660.000 TL,14 Ağustos 2025,Renault,Clio,1.5 dCi Joy,2018,175.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,"3 değişen, 1 boyalı",Takasa Uygun,Sahibinden,,Clio 1.5 dCi Joy
HATASIZ 2020 RENAULT CLİO SPORT TOURER 0.9 TOUCH 30 BİNDE,"Cumhuriyet Mh. Milas, Muğla",845.000 TL,14 Ağustos 2025,Renault,Clio,0.9 TCe Sport Tourer Touch,2020,30.000 km,Düz,Benzin,Station wagon,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Clio 0.9 TCe Sport Tourer Touch
"""TAM OTOMATİK""VİTES LPG'Lİ MEGANE, ORİJİNAL KAZASIZ DEĞİŞENSİZ,","Yalıkavak Mh. Bodrum, Muğla",295.000 TL,14 Ağustos 2025,Renault,Megane,2.0 RXE,1999,252.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1598 cc,107 hp,Önden Çekiş,İkinci El,"7,1 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,Megane 2.0 RXE
"AYYILDIZ OTOMOTİVDEN 2005 DİZEL GETZ ,287  kmde,çekme belgeli satılık","Yalıkavak Mh. Bodrum, Muğla",249.500 TL,14 Ağustos 2025,Hyundai,Getz,1.5 CRDi Start,2005,287.000 km,Düz,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun Değil,Galeriden,,Getz 1.5 CRDi Start
Sahibinden Fiat Palio 1.6 HL 1998 Model,"Menteşeoğlu Mh. Fethiye, Muğla",220.000 TL,14 Ağustos 2025,Fiat,Palio,1.6 HL,1998,250.000 km,Düz,LPG & Benzin,Station wagon,Kırmızı,1581 cc,100 hp,Önden Çekiş,İkinci El,"8,3 lt",51 lt,1 boyalı,,Sahibinden,,Palio 1.6 HL
Sahibinden Seat Leon 1.6 TDI CR Style 2013 Model,"Tepe Mh. Marmaris, Muğla",865.000 TL,14 Ağustos 2025,Seat,Leon,1.6 TDI CR Style,2013,238.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,3 boyalı,Takasa Uygun,Sahibinden,,Leon 1.6 TDI CR Style
Sahibinden Fiat Albea Sole 1.3 Multijet Dynamic 2011 Model,"Merkez Mh. Dalaman, Muğla",460.000 TL,14 Ağustos 2025,Fiat,Albea,Sole 1.3 Multijet Dynamic,2011,162.900 km,Düz,Dizel,Sedan,Beyaz,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,7 lt",48 lt,Belirtilmemiş,,Sahibinden,,Albea Sole 1.3 Multijet Dynamic
TURANLAR OTO GALERİDEN GHİA FOCUS,"Babataşı Mh. Fethiye, Muğla",475.000 TL,14 Ağustos 2025,Ford,Focus,1.6 TDCi Ghia,2006,260.000 km,Düz,Dizel,Sedan,Kırmızı,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Focus 1.6 TDCi Ghia
2006 HYUNDAI GETZ 1.3 GLS KLİMALI+170.000KM,"Eskiçeşme Mh. Bodrum, Muğla",325.000 TL,14 Ağustos 2025,Hyundai,Getz,1.3 GLS,2006,170.000 km,Düz,Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"4 değişen, 5 boyalı",Takasa Uygun,Galeriden,,Getz 1.3 GLS
2012 MODEL SADECE 108 BİN KM'de KİA PİCANTO 1.25 EX DEĞİŞENSİZ.,"Zeytinalanı Mh. Köyceğiz, Muğla",570.000 TL,14 Ağustos 2025,Kia,Picanto,1.25 EX,2012,108.000 km,Düz,Benzin,Hatchback/5,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,,Picanto 1.25 EX
Sahibinden Volkswagen Polo 1.2 TDi Trendline 2012 Model,"Babataşı Mh. Fethiye, Muğla",465.000 TL,14 Ağustos 2025,Volkswagen,Polo,1.2 TDi Trendline,2012,223.000 km,Düz,Dizel,Hatchback/5,Gri,1199 cc,75 hp,Önden Çekiş,İkinci El,"3,8 lt",45 lt,"2 değişen, 3 boyalı",Takasa Uygun,Sahibinden,,Polo 1.2 TDi Trendline
TUHAN MOTORS 2024 FİAT TOPOLİNO SIFIR AYARINDA,"Turgutreis Mh. Bodrum, Muğla",500.000 TL,14 Ağustos 2025,Fiat,Topolino,,2024,6.100 km,Otomatik,Elektrik,Coupe,Yeşil,1201 - 1400 cm3,50 HP'ye kadar,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Topolino
HÜRTUR AUTO'DAN DEĞİŞENSİZ DÜŞÜK KM LİNEA,"Madenler Mh. Yatağan, Muğla",500.000 TL,14 Ağustos 2025,Fiat,Linea,1.4 Fire Pop,2013,122.000 km,Düz,Benzin,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Linea 1.4 Fire Pop
TUHAN MOTORS 2020 AUDİ A3 SPORTBACK DYNAMİC CAM TAVAN,"Turgutreis Mh. Bodrum, Muğla",1.645.000 TL,14 Ağustos 2025,Audi,A3,A3 Sportback 35 TFSI Dynamic,2020,98.000 km,Otomatik,Benzin,Hatchback/5,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,A3 A3 Sportback 35 TFSI Dynamic
SEBA OTOMOTİV2016WS JETTA 1.4TSI COMFORTLİNE OTOMATİK 133BİN KM,"Müskebi Mh. Bodrum, Muğla",1.138.000 TL,14 Ağustos 2025,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2016,133.000 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,,Jetta 1.4 TSi BlueMotion Comfortline
Sahibinden Opel Astra 1.6 Enjoy 2007 Model,"Kemeraltı Mh. Marmaris, Muğla",487.000 TL,13 Ağustos 2025,Opel,Astra,1.6 Enjoy,2007,222.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,7 lt",52 lt,5 boyalı,,Sahibinden,,Astra 1.6 Enjoy
"2020 OPEL İNSİGNİA HATASIZ BOYASIZ 114""BİN KMDE","Tuzla Mh. Fethiye, Muğla",1.650.000 TL,13 Ağustos 2025,Opel,Insignia,1.6 CDTI Grand Sport Enjoy,2020,114.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,1 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Insignia 1.6 CDTI Grand Sport Enjoy
Symbol 1.5 dCi Touch 2014 Model  90 Beygir,"Karagözler Mh. Fethiye, Muğla",296.000 TL,13 Ağustos 2025,Renault,Symbol,1.5 dCi Touch,2014,240.000 km,Düz,Dizel,Sedan,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,,Symbol 1.5 dCi Touch
Auto Gölhisar 2024 Corolla 1.5 Dream X-Pack 17.000 Km Boyasız,"Babataşı Mh. Fethiye, Muğla",1.675.000 TL,13 Ağustos 2025,Toyota,Corolla,1.5 Dream X-Pack,2024,17.000 km,Otomatik,Benzin,Sedan,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Corolla 1.5 Dream X-Pack
Auto Gölhisar 2013 Vw Scrocco 1.4 TSI Sportline Cam Tavan,"Babataşı Mh. Fethiye, Muğla",650.000 TL,13 Ağustos 2025,Volkswagen,Scirocco,1.4 TSi Sportline,2013,248.000 km,Düz,Benzin,Coupe,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,,Scirocco 1.4 TSi Sportline
Auto Gölhisar MercedesC180 AMG Recore İçiKırmızı Burmester Saat,"Babataşı Mh. Fethiye, Muğla",1.850.000 TL,13 Ağustos 2025,Mercedes-Benz,C,C 180 AMG,2014,168.000 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,5 boyalı,Takasa Uygun,Galeriden,20000.0,C C 180 AMG
Sahibinden Opel Astra 1.6 Comfort 2005 Model,"Müskebi Mh. Bodrum, Muğla",555.000 TL,13 Ağustos 2025,Opel,Astra,1.6 Comfort,2005,174.744 km,Düz,Benzin,Sedan,Gri (metalik),1598 cc,103 hp,Önden Çekiş,İkinci El,"7,1 lt",52 lt,1 değişen,Takasa Uygun,Sahibinden,,Astra 1.6 Comfort
Sahibinden Toyota Corolla 1.6 Dream 2020 Model,"Burgaz Mh. Milas, Muğla",1.270.000 TL,13 Ağustos 2025,Toyota,Corolla,1.6 Dream,2020,180.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,İkinci El,"5,5 lt",50 lt,Tamamı orjinal,,Sahibinden,,Corolla 1.6 Dream
SEBA OTOMOTİV 2017 MERCEDES C 200 D AMG,"Müskebi Mh. Bodrum, Muğla",1.868.000 TL,13 Ağustos 2025,Mercedes-Benz,C,C 200 D AMG,2017,167.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,Belirtilmemiş,Takasa Uygun,Galeriden,3000.0,C C 200 D AMG
SEBA OTOMOTİV DEN 1998 MODEL VOLKSWAGEN POLO 1.6 OTOMATİK,"Müskebi Mh. Bodrum, Muğla",215.000 TL,13 Ağustos 2025,Volkswagen,Polo,1.6,1998,248.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1598 cc,75 hp,Önden Çekiş,İkinci El,"8,6 lt",45 lt,Tamamı boyalı,Takasa Uygun,Galeriden,,Polo 1.6
Sahibinden Ford Focus 1.6 TDCi Trend X 2015 Model,"Konacık Mh. Bodrum, Muğla",980.000 TL,13 Ağustos 2025,Ford,Focus,1.6 TDCi Trend X,2014,130.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,İkinci El,"4,5 lt",53 lt,"1 değişen, 2 boyalı",,Sahibinden,,Focus 1.6 TDCi Trend X
Sahibinden Renault Megane 1.5 dCi Sportway 2005 Model,"Tuzla Mh. Fethiye, Muğla",380.000 TL,13 Ağustos 2025,Renault,Megane,1.5 dCi Sportway,2005,255.000 km,Düz,Dizel,Sedan,Gri,1461 cc,86 hp,Önden Çekiş,İkinci El,"4,7 lt",60 lt,7 boyalı,,Sahibinden,320.0,Megane 1.5 dCi Sportway
safkan benzinli orijinal 139.000 kilometre hidrolik 2 yıl vize değişensiz,"Yerkesik Mh. Menteşe, Muğla",269.000 TL,13 Ağustos 2025,Tofas,Kartal,S,1998,139.000 km,Düz,Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,6 lt",52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,Kartal S
Sahibinden Ford Mondeo 1.6 Titanium 2007 Model Batman,"İskele Mh. Datça, Muğla",530.000 TL,13 Ağustos 2025,Ford,Mondeo,1.6 Titanium,2007,263.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1596 cc,125 hp,Önden Çekiş,İkinci El,"7,4 lt",70 lt,4 boyalı,,Sahibinden,,Mondeo 1.6 Titanium
"SAHİBİNDEN, OTOMATİK, DEĞİŞENSİZ, 187 BİN KM, 2027 HAZİRAN'DA MUAYENE","Kötekli Mh. Menteşe, Muğla",600.000 TL,13 Ağustos 2025,Ford,Focus,1.6 Trend X,2009,187.000 km,Otomatik,LPG & Benzin,Station wagon,Gri (metalik),1596 cc,100 hp,Önden Çekiş,İkinci El,"6,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,Focus 1.6 Trend X
TUHAN MOTORS 2011 VOLVO S60 115 BİN KM DE BLİSS+HAFIZA KOLTUK,"Merkez Bodrum, Muğla",875.000 TL,13 Ağustos 2025,Volvo,S60,1.6 D Advance,2011,115.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,176 - 200 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun Değil,Galeriden,,S60 1.6 D Advance
2016 MODEL HATASIZ BOYASIZ 119 BİNDE TOYOTA AURİS LPG'Lİ,"Yerbelen Mh. Ortaca, Muğla",885.000 TL,13 Ağustos 2025,Toyota,Auris,1.33 Life,2016,119.000 km,Düz,Benzin,Hatchback/5,Beyaz,1329 cc,99 hp,Önden Çekiş,İkinci El,"5,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Auris 1.33 Life
SEBA OTOMOTİV 1993TOFAŞ KARTAL 1.6SLX BENZİN-LPG,"Müskebi Mh. Bodrum, Muğla",148.000 TL,13 Ağustos 2025,Tofas,Kartal,SLX,1993,151.000 km,Düz,Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Kartal SLX
HATASIZ BOYASIZ TRAMERSİZ YETKİLİ SERVİS BAKIMLI İÇİ BEJ FUL+FUL,"Zeytinalanı Mh. Köyceğiz, Muğla",3.650.000 TL,13 Ağustos 2025,BMW,5 Serisi,520i Special Edition M Sport,2021,46.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,5 Serisi 520i Special Edition M Sport
Cengiz Otomotiv den Tofaş şahin,"Karamehmet Mh. Menteşe, Muğla",215.000 TL,13 Ağustos 2025,Tofas,Şahin,1.6,1991,111.111 km,Düz,Benzin,Sedan,Bej,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Şahin 1.6
Renoult tiwingo,"Çamdibi Mh. Marmaris, Muğla",225.000 TL,13 Ağustos 2025,Renault,Twingo,1.2 Pack,1999,155.800 km,Düz,Benzin,Hatchback/3,Yeşil,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,Twingo 1.2 Pack
Sahibinden Chevrolet Cruze 1.6 LS Plus 2011 Model,"Ulucami Mh. Köyceğiz, Muğla",575.000 TL,13 Ağustos 2025,Chevrolet,Cruze,1.6 LS Plus,2011,236.600 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1598 cc,124 hp,Önden Çekiş,İkinci El,"6,5 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,Cruze 1.6 LS Plus
Sahibinden Tofaş Doğan S 1997 Model,"Beçin Mh. Milas, Muğla",225.000 TL,13 Ağustos 2025,Tofas,Doğan,S,1997,255.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,,Doğan S
AKYOL OTOMOTİV'DEN 2022 HATASIZ DEĞİŞENSİZ MEGANE TESLA EKRANLI,"Aydınlıkevler Mh. Milas, Muğla",1.300.000 TL,13 Ağustos 2025,Renault,Megane,1.3 TCe Joy,2022,92.000 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun Değil,Galeriden,14000.0,Megane 1.3 TCe Joy
2012 RENAULT SYMBOL 1.2 16 KLİMALI LPG Lİ TAVAN KAPUT BAGAJ ORJ,"Atatürk Mh. Yatağan, Muğla",398.500 TL,13 Ağustos 2025,Renault,Symbol,1.2 Authentique,2012,270.000 km,Düz,Benzin,Sedan,Gri,1149 cc,75 hp,Önden Çekiş,İkinci El,"5,9 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,,Symbol 1.2 Authentique
